name,latitude,longitude,designation,states,description,activities,amenities
Glacier National Park,48.68414678,-113.8009306,National Park,MT,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking a landscape steeped in human culture. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","Arts and Culture, Cultural Demonstrations, Live Music, Auto and ATV, Scenic Driving, Astronomy, Biking, Road Biking, Boating, Motorized Boating, Boat Tour, Camping, Backcountry Camping, Canoe or Kayak Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, Climbing, Mountain Climbing, Fishing, Food, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Bus/Shuttle Guided Tour, Boat Tour, Hands-On, Citizen Science, Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Paddling, Canoe or Kayak Camping, Stand Up Paddleboarding, Whitewater Rafting, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Swimming, Park Film, Shopping, Bookstore and Park Store",ATM/Cash Machine
Glen Canyon National Recreation Area,36.9357464677,-111.485594268,National Recreation Area,"AZ,UT","Encompassing over 1.25 million acres, Glen Canyon National Recreation Area offers unparalleled opportunities for water-based & backcountry recreation. The recreation area stretches for hundreds of miles from Lees Ferry in Arizona to the Orange Cliffs of southern Utah, encompassing scenic vistas, geologic wonders, and a vast panorama of human history.","Auto and ATV, ATV Off-Roading, Auto Off-Roading, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Boating, Motorized Boating, Jet Skiing, Boat Tour, Camping, Fishing, Food, Dining, Guided Tours, Self-Guided Tours - Auto, Boat Tour, Hands-On, Volunteer Vacation, Hiking, Paddling, Kayaking, Junior Ranger Program, Swimming, Shopping, Bookstore and Park Store",Aquatic Invasive Species Inspection
Glen Echo Park,38.96912315,-77.14012206,Park,MD,"Glen Echo Park began in 1891 as a National Chautauqua Assembly ""to promote liberal and practical education."" By 1911, it transformed into DC's premier amusement park until it closed in 1968. Since 1971, the National Park Service has owned and operated the site and today, with the help of the Glen Echo Park Partnership for Arts and Culture, offers year-round cultural and recreational activities.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Theater, Guided Tours",Accessible Sites
Gloria Dei Church National Historic Site,39.93435005,-75.14398924,National Historic Site,PA,Before Pennsylvania there was New Sweden. Discover this last historic link to a forgotten past. Visit the church's pastoral surroundings and its burial ground of patriots and ordinary citizens alike.,Museum Exhibits,Restroom
Golden Gate National Recreation Area,37.85982543,-122.6007386,National Recreation Area,CA,"Experience a park so rich it supports 19 distinct ecosystems with over 2,000 plant and animal species. Go for a hike, enjoy a vista, have a picnic or learn about the centuries of overlapping history from California’s indigenous cultures, Spanish colonialism, the Mexican Republic, US military expansion and the growth of San Francisco. All of this and more awaits you, so get out and find your park.","Arts and Culture, Biking, Mountain Biking, Camping, Car or Front Country Camping, Group Camping, Fishing, Saltwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Living History, Reenactments, Junior Ranger Program, Surfing, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store",Accessible Rooms
Golden Spike National Historical Park,41.61947508,-112.5242653,National Historical Park,UT,"One of the greatest technological achievements of the 19th century is the completion of the first transcontinental railroad across the United States. Visitors to the park can see the location of the Last Spike Site, 1869 railroad construction features, walk or drive on the original railroad grade, and get an up close view of Victorian era replica locomotives.","Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Living History, Reenactments, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Governors Island National Monument,40.69164233,-74.01670765,National Monument,NY,"From 1794 to 1966, the U.S. Army on Governors Island was part of the social, political, and economic tapestry of New York City. It was home to the US Coast Guard from 1966 to 1996. Today, the island is a vibrant venue of art, culture, and performance against the backdrop of two centuries of military heritage and the skyline of one of the great cities of the world. The island is open to the public.","Biking, Road Biking, Food, Picnicking, Guided Tours, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Grand Canyon National Park,36.0001165336,-112.121516363,National Park,AZ,"Entirely within the state of Arizona, the park encompasses 278 miles (447 km) of the Colorado River and adjacent uplands. Located on the ancestral homelands of 11 present day Tribal Communities, Grand Canyon is one of the most spectacular examples of erosion anywhere in the world—a mile deep canyon unmatched in the incomparable vistas it offers visitors from both north and south rims.","Arts and Culture, Cultural Demonstrations, Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Boating, Camping, Backcountry Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Fishing, Food, Flying, Guided Tours, Hands-On, Volunteer Vacation, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Paddling, Whitewater Rafting, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",ATM/Cash Machine
Grand Canyon-Parashant National Monument,36.41535465,-113.6682797,National Monument,AZ,"Despite the hardships created by rugged isolation and the lack of natural waters, Parashant has a long human history spanning more than 11,000 years, and an equally rich geologic history spanning almost two billion years. Full of natural splendor and a sense of solitude, this area remains remote and unspoiled, qualities that are essential to the protection of its scientific and historic resources.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Camping, Backcountry Camping, Hiking, Backcountry Hiking, Junior Ranger Program",Information Kiosk/Bulletin Board
Grand Portage National Monument,47.99294217,-89.75573031,National Monument,MN,Travel into the past to discover the present. Explore the partnership between the Grand Portage Anishinaabe and the North West Company during the North American fur trade. Experience the sights and smells of a bustling depot reconstructed in its historic location. See how it shaped co-management with the NPS today. Follow pathways to the past to imagine a drum echo over Gichigami - Lake Superior.,"Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Camping, Backcountry Camping, Canoe or Kayak Camping, Group Camping, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Backcountry Hiking, Front-Country Hiking, Living History, Reenactments, Paddling, Canoe or Kayak Camping, Junior Ranger Program, Skiing, Cross-Country Skiing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",Accessible Rooms
Grand Teton National Park,43.81853565,-110.7054666,National Park,WY,"Soaring over a landscape rich with wildlife, pristine lakes, and majestic alpine vistas, the Teton Range stands as a testament to generations of stewards. For over 11,000 years, communities have thrived in the valley known as Jackson Hole, turning these mountains into more than just peaks—they embody imagination and enduring human connection.","Arts and Culture, Cultural Demonstrations, Auto and ATV, Scenic Driving, Biking, Road Biking, Boating, Motorized Boating, Sailing, Boat Tour, Camping, Backcountry Camping, Canoe or Kayak Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Climbing, Rock Climbing, Mountain Climbing, Ice Climbing, Fishing, Freshwater Fishing, Fly Fishing, Food, Dining, Guided Tours, Self-Guided Tours - Auto, Boat Tour, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Hunting and Gathering, Hunting, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Stand Up Paddleboarding, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowmobiling, Snowshoeing, Water Skiing, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",Accessible Sites
Grant-Kohrs Ranch National Historic Site,46.41358923,-112.7467024,National Historic Site,MT,"Wide open spaces, the hard-working cowboy, his spirited cow pony, and vast herds of cattle are among the strongest symbols of the American West. Once the headquarters of a 10 million acre cattle empire, Grant-Kohrs Ranch National Historic Site preserves these symbols and commemorates the role of cattlemen in American history.","Arts and Culture, Fishing, Freshwater Fishing, Fly Fishing, Guided Tours, Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching",Accessible Rooms
Great Basin National Park,38.94617378,-114.2579782,National Park,NV,"From the 13,063-foot summit of Wheeler Peak to the sagebrush-covered foothills, Great Basin National Park hosts a sample of the incredible diversity of the larger Great Basin region. Come and partake of the solitude of the wilderness, walk among ancient bristlecone pines, bask in the darkest of night skies, and explore mysterious subterranean passages. There's a lot more than just desert here.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Camping, Backcountry Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Caving, Climbing, Fishing, Freshwater Fishing, Fly Fishing, Food, Dining, Picnicking, Guided Tours, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Hunting and Gathering, Gathering and Foraging, Junior Ranger Program, Skiing, Cross-Country Skiing, Downhill Skiing, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",Accessible Rooms
